danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.508,0.287,1,-12.472,1,0.0523,0.764,0.0,0.153,0.644,154.759,audio_features,4ukUoXLuFzMixyZyabSGc4,spotify:track:4ukUoXLuFzMixyZyabSGc4,https://api.spotify.com/v1/tracks/4ukUoXLuFzMixyZyabSGc4,https://api.spotify.com/v1/audio-analysis/4ukUoXLuFzMixyZyabSGc4,175987,4
0.365,0.0911,4,-21.002,1,0.0464,0.993,0.89,0.127,0.247,72.459,audio_features,5x4C0abHeP5IWmc4CAGmrc,spotify:track:5x4C0abHeP5IWmc4CAGmrc,https://api.spotify.com/v1/tracks/5x4C0abHeP5IWmc4CAGmrc,https://api.spotify.com/v1/audio-analysis/5x4C0abHeP5IWmc4CAGmrc,143166,4
0.899,0.456,1,-8.745,1,0.0589,0.000574,2.54e-05,0.331,0.299,145.966,audio_features,2MvvJqwrrugpi31s77YHRA,spotify:track:2MvvJqwrrugpi31s77YHRA,https://api.spotify.com/v1/tracks/2MvvJqwrrugpi31s77YHRA,https://api.spotify.com/v1/audio-analysis/2MvvJqwrrugpi31s77YHRA,205318,4
0.286,0.728,0,-6.608,1,0.0616,0.000174,0.836,0.133,0.467,171.441,audio_features,0pwObEOHolQZSldJ2q1wpy,spotify:track:0pwObEOHolQZSldJ2q1wpy,https://api.spotify.com/v1/tracks/0pwObEOHolQZSldJ2q1wpy,https://api.spotify.com/v1/audio-analysis/0pwObEOHolQZSldJ2q1wpy,312120,4
0.349,0.623,11,-5.214,0,0.0881,0.756,0.0,0.433,0.248,85.745,audio_features,1ZwfLPG0QcFkhE0jKPDhZU,spotify:track:1ZwfLPG0QcFkhE0jKPDhZU,https://api.spotify.com/v1/tracks/1ZwfLPG0QcFkhE0jKPDhZU,https://api.spotify.com/v1/audio-analysis/1ZwfLPG0QcFkhE0jKPDhZU,99200,4
0.419,0.764,9,-6.214,1,0.0555,0.0538,0.0,0.135,0.474,130.121,audio_features,6x0ex5urwhqB3AYLREVRUd,spotify:track:6x0ex5urwhqB3AYLREVRUd,https://api.spotify.com/v1/tracks/6x0ex5urwhqB3AYLREVRUd,https://api.spotify.com/v1/audio-analysis/6x0ex5urwhqB3AYLREVRUd,257987,4
0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,audio_features,0Fc9QSMX6fgEBgDjUax7t7,spotify:track:0Fc9QSMX6fgEBgDjUax7t7,https://api.spotify.com/v1/tracks/0Fc9QSMX6fgEBgDjUax7t7,https://api.spotify.com/v1/audio-analysis/0Fc9QSMX6fgEBgDjUax7t7,177097,4
0.562,0.726,7,-5.586,1,0.0266,0.00678,0.888,0.111,0.302,95.995,audio_features,7rQpURVD1Uqfp4gpGnoLuO,spotify:track:7rQpURVD1Uqfp4gpGnoLuO,https://api.spotify.com/v1/tracks/7rQpURVD1Uqfp4gpGnoLuO,https://api.spotify.com/v1/audio-analysis/7rQpURVD1Uqfp4gpGnoLuO,202515,4
0.577,0.811,9,-5.146,0,0.117,0.111,0.0,0.346,0.456,105.966,audio_features,0U4hNZFJYNFdEAXZcHbkkc,spotify:track:0U4hNZFJYNFdEAXZcHbkkc,https://api.spotify.com/v1/tracks/0U4hNZFJYNFdEAXZcHbkkc,https://api.spotify.com/v1/audio-analysis/0U4hNZFJYNFdEAXZcHbkkc,246817,4
0.717,0.492,7,-8.685,0,0.0645,0.625,0.0,0.11,0.774,120.057,audio_features,3EWJVuVgYBk0cmx9B0Lgex,spotify:track:3EWJVuVgYBk0cmx9B0Lgex,https://api.spotify.com/v1/tracks/3EWJVuVgYBk0cmx9B0Lgex,https://api.spotify.com/v1/audio-analysis/3EWJVuVgYBk0cmx9B0Lgex,244056,4
0.572,0.614,8,-6.949,1,0.467,0.261,0.00198,0.436,0.453,158.366,audio_features,3Y7okYdPQivgcNhB7dAgG9,spotify:track:3Y7okYdPQivgcNhB7dAgG9,https://api.spotify.com/v1/tracks/3Y7okYdPQivgcNhB7dAgG9,https://api.spotify.com/v1/audio-analysis/3Y7okYdPQivgcNhB7dAgG9,135469,4
0.872,0.623,3,-3.94,0,0.0389,0.41,0.0,0.184,0.72,104.07,audio_features,3RoCi49XvcidDK7OqGw7fb,spotify:track:3RoCi49XvcidDK7OqGw7fb,https://api.spotify.com/v1/tracks/3RoCi49XvcidDK7OqGw7fb,https://api.spotify.com/v1/audio-analysis/3RoCi49XvcidDK7OqGw7fb,112614,4
0.491,0.666,2,-6.42,1,0.0317,0.00146,1.29e-06,0.104,0.26,125.041,audio_features,5QJuMhGWTUB4t9BqR7ndL3,spotify:track:5QJuMhGWTUB4t9BqR7ndL3,https://api.spotify.com/v1/tracks/5QJuMhGWTUB4t9BqR7ndL3,https://api.spotify.com/v1/audio-analysis/5QJuMhGWTUB4t9BqR7ndL3,221360,4
0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,audio_features,3LUWWox8YYykohBbHUrrxd,spotify:track:3LUWWox8YYykohBbHUrrxd,https://api.spotify.com/v1/tracks/3LUWWox8YYykohBbHUrrxd,https://api.spotify.com/v1/audio-analysis/3LUWWox8YYykohBbHUrrxd,204760,4
0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113,audio_features,5LvK8z69OPlVaOWU6JHfRJ,spotify:track:5LvK8z69OPlVaOWU6JHfRJ,https://api.spotify.com/v1/tracks/5LvK8z69OPlVaOWU6JHfRJ,https://api.spotify.com/v1/audio-analysis/5LvK8z69OPlVaOWU6JHfRJ,179580,4
